"","Provider Name","County","State","Ownership Type","CMS Provider Number"
"960","THOMSON HEALTH AND REHABILITATION","Mc Duffie","GA","For profit","115365"
"961","PRUITTHEALTH - GREENVILLE","Meriwether","GA","For profit","115658"
"962","MILLER NURSING HOME","Miller","GA","Government","115039"
"963","MITCHELL COUNTY NURSING HOMES","Mitchell","GA","Non profit","115266"
"964","MADISON HEALTH AND REHAB","Morgan","GA","For profit","115457"
"965","AZALEA TRACE NURSING CENTER","Muscogee","GA","Non profit","115478"
"966","MAGNOLIA MANOR OF COLUMBUS NURSING CENTER - EAST","Muscogee","GA","Non profit","115124"
"967","MUSCOGEE MANOR & REHABILITATION CTR","Muscogee","GA","Government","115351"
"968","ORCHARD VIEW REHABILITATION & SKILLED NURSING CTR","Muscogee","GA","Government","115146"
"969","RIVER TOWNE CENTER","Muscogee","GA","For profit","115566"
"970","QUIET OAKS HEALTH CARE CENTER","Oglethorpe","GA","For profit","115396"
"971","FORT VALLEY HEALTH AND REHAB","Peach","GA","For profit","115651"
"972","PRUITTHEALTH - JASPER","Pickens","GA","For profit","115677"
"973","EATONTON HEALTH AND REHABILITATION","Putnam","GA","Non profit","115595"
"974","JOE-ANNE BURGIN NURSING HOME","Randolph","GA","Government","115272"
"975","KENTWOOD NURSING FACILITY","Richmond","GA","Non profit","115147"
"976","PRUITTHEALTH - AUGUSTA HILLS","Richmond","GA","For profit","115672"
"977","WINDERMERE HEALTH AND REHABILITATION CENTER","Richmond","GA","For profit","115291"
"978","SYL-VIEW HEALTH CARE CENTER","Screven","GA","For profit","115544"
"979","BRIGHTMOOR HEALTH CARE, INC","Spalding","GA","For profit","115556"
"980","PRUITTHEALTH - TOCCOA","Stephens","GA","For profit","115345"
"981","FOUR COUNTY HEALTH AND REHABILITATION","Stewart","GA","Non profit","115481"
"982","LILLIAN G CARTER HEALTH AND REHABILITATION","Sumter","GA","Non profit","115550"
"983","MAGNOLIA MANOR METHODIST NSG C","Sumter","GA","Non profit","115004"
"984","DAWSON HEALTH AND REHABILITATION","Terrell","GA","Non profit","115483"
"985","CAMELLIA GARDENS OF LIFE CARE","Thomas","GA","For profit","115570"
"986","GLENN-MOR NURSING HOME","Thomas","GA","Non profit","115480"
"987","ROSE CITY HEALTH AND REHABILITATION CENTER","Thomas","GA","For profit","115501"
"988","THOMASVILLE HEALTH & REHAB, LLC","Thomas","GA","For profit","115427"
"989","REHABILITATION CENTER OF SOUTH GEORGIA","Tift","GA","For profit","115676"
"990","TIFTON HEALTH AND REHABILITATION CENTER","Tift","GA","For profit","115412"
"991","CHATUGE REGIONAL NURSING HOME","Towns","GA","Non profit","115701"
"992","LAGRANGE HEALTH AND REHAB","Troup","GA","For profit","115354"
"993","PRUITTHEALTH - ASHBURN","Turner","GA","For profit","115491"
"994","UNION COUNTY NURSING HOME","Union","GA","Non profit","115695"
"995","HARBORVIEW HEALTH SYSTEMS THOMASTON","Upson","GA","For profit","115329"
"996","PROVIDENCE HEALTHCARE","Upson","GA","For profit","115484"
"997","PARK PLACE NURSING FACILITY","Walton","GA","For profit","115005"
"998","BAPTIST VILLAGE, INC.","Ware","GA","Non profit","115615"
"999","HARBORVIEW SATILLA","Ware","GA","For profit","115265"
"1000","WARRENTON HEALTH AND REHAB","Warren","GA","For profit","115321"
"1001","REGENCY PARK HEALTH AND REHABILITATION","Whitfield","GA","Non profit","115663"
"1002","CROSSVIEW CARE CENTER","Wilcox","GA","For profit","115541"
"1003","GLEN EAGLE HEALTHCARE AND REHAB","Wilcox","GA","For profit","115733"
"1004","PRUITTHEALTH - SYLVESTER","Worth","GA","For profit","115629"
"1005","HERITAGE SPECIALTY CARE","Linn","IA","Non profit","165310"
"1006","LINN MANOR CARE CENTER","Linn","IA","Non profit","165511"
"1007","MANORCARE HEALTH SERVICES","Linn","IA","Non profit","165017"
"1008","LUTHERAN LIVING SENIOR CAMPUS","Muscatine","IA","Non profit","165432"
"1009","WILTON RETIREMENT COMMUNITY","Muscatine","IA","Non profit","165611"
"1010","BISHOP DRUMM RETIREMENT CENTER","Polk","IA","Non profit","165448"
"1011","ON WITH LIFE","Polk","IA","Non profit","165163"
"1012","QHC MITCHELLVILLE, LLC","Polk","IA","For profit","165264"
"1013","TRINITY CENTER AT LUTHER PARK","Polk","IA","Non profit","165612"
"1014","ST FRANCIS MANOR","Poweshiek","IA","Non profit","165480"
"1015","PREMIER ESTATES OF TOLEDO","Tama","IA","For profit","165450"
"1016","WASHINGTON COUNTY HOSPITAL","Washington","IA","Government","16E681"
"1017","AVAMERE TRANSITIONAL CARE & REHAB - BOISE","Ada","ID","For profit","135077"
"1018","LIFE CARE CENTER OF LEWISTON","Nez Perce","ID","For profit","135128"
"1019","NORTHWOODS CARE CENTRE","Boone","IL","For profit","145312"
"1020","CARLYLE HEALTHCARE CENTER","Clinton","IL","For profit","145729"
"1021","ADMIRAL AT THE LAKE, THE","Cook","IL","Non profit","146165"
"1022","ALDEN ESTATES OF NORTHMOOR","Cook","IL","For profit","145888"
"1023","ALDEN ESTATES OF ORLAND PARK","Cook","IL","For profit","145963"
"1024","ALDEN LAKELAND REHAB & HCC","Cook","IL","For profit","145450"
"1025","ALDEN NORTH SHORE REHAB & HCC","Cook","IL","For profit","145984"
"1026","ALL AMERICAN NURSING HOME","Cook","IL","For profit","14A057"
"1027","AMBASSADOR NURSING & REHAB CENTER","Cook","IL","For profit","145343"
"1028","APERION CARE BURBANK","Cook","IL","For profit","145913"
"1029","APERION CARE CHICAGO HEIGHTS","Cook","IL","For profit","145180"
"1030","APERION CARE DOLTON","Cook","IL","For profit","145877"
"1031","APERION CARE EVANSTON","Cook","IL","For profit","146058"
"1032","APERION CARE FOREST PARK","Cook","IL","For profit","145969"
"1033","APERION CARE INTERNATIONAL","Cook","IL","For profit","146001"
"1034","APERION CARE OAK LAWN","Cook","IL","For profit","145197"
"1035","APERION CARE PLUM GROVE","Cook","IL","For profit","145658"
"1036","APERION CARE WEST RIDGE","Cook","IL","For profit","145832"
"1037","ARBOUR HEALTH CARE CENTER","Cook","IL","For profit","146169"
"1038","ASTORIA PLACE LIVING & REHAB","Cook","IL","Non profit","145634"
"1039","ATRIUM HEALTH CARE CENTER","Cook","IL","For profit","145479"
"1040","AUSTIN OASIS, THE","Cook","IL","For profit","145834"
"1041","AVANTARA EVERGREEN PARK","Cook","IL","For profit","145734"
"1042","AVANTI WELLNESS & REHAB","Cook","IL","For profit","145630"
"1043","BEACON HEALTH CENTER","Cook","IL","For profit","145776"
"1044","BELHAVEN NURSING & REHAB CENTER","Cook","IL","For profit","145549"
"1045","BELLA TERRA MORTON GROVE","Cook","IL","For profit","145198"
"1046","BETHESDA REHAB & SENIOR CARE","Cook","IL","Non profit","145844"
"1047","BIRCHWOOD PLAZA","Cook","IL","For profit","145532"
"1048","BRIA OF CHICAGO HEIGHTS","Cook","IL","For profit","145898"
"1049","BRIA OF FOREST EDGE","Cook","IL","For profit","145864"
"1050","BRIA OF PALOS HILLS","Cook","IL","For profit","145650"
"1051","BRIDGEVIEW HEALTH CARE CENTER","Cook","IL","For profit","145208"
"1052","CALIFORNIA GARDENS N & REHAB C","Cook","IL","For profit","145625"
"1053","CARLTON AT THE LAKE, THE","Cook","IL","For profit","145679"
"1054","CENTER HOME HISPANIC ELDERLY","Cook","IL","For profit","146062"
"1055","CENTRAL NURSING HOME","Cook","IL","For profit","145648"
"1056","CHALET LIVING & REHAB","Cook","IL","For profit","145670"
"1057","CHICAGO RIDGE NURSING CENTER","Cook","IL","For profit","145639"
"1058","CITADEL OF NORTHBROOK, THE","Cook","IL","For profit","145982"
"1059","CITY VIEW MULTICARE CENTER","Cook","IL","For profit","145850"
"1060","CLARK MANOR","Cook","IL","For profit","145507"
"1061","COMMUNITY CARE CENTER","Cook","IL","For profit","146164"
"1062","CONTINENTAL NURSING & REHAB CENTER","Cook","IL","For profit","145730"
"1063","ELEVATE CARE CHICAGO NORTH","Cook","IL","For profit","145484"
"1064","ELEVATE CARE IRVING PARK","Cook","IL","For profit","145415"
"1065","ELEVATE CARE NILES","Cook","IL","For profit","145662"
"1066","ESTATES OF HYDE PARK, THE","Cook","IL","For profit","145828"
"1067","FAIRMONT CARE","Cook","IL","For profit","145867"
"1068","GENERATIONS AT APPLEWOOD","Cook","IL","For profit","145781"
"1069","GENERATIONS AT ELMWOOD PARK","Cook","IL","For profit","145419"
"1070","GENERATIONS AT REGENCY","Cook","IL","For profit","145237"
"1071","GENERATIONS OAKTON PAVILLION","Cook","IL","For profit","145626"
"1072","GLENVIEW TERRACE NURSING CTR","Cook","IL","For profit","145268"
"1073","GROSSE POINTE MANOR","Cook","IL","For profit","145999"
"1074","GROVE OF EVANSTON L & R, THE","Cook","IL","For profit","145011"
"1075","HARMONY NURSING & REHAB CENTER","Cook","IL","For profit","145775"
"1076","HOLY FAMILY VILLA","Cook","IL","Non profit","146053"
"1077","KENSINGTON PLACE NRSG & REHAB","Cook","IL","For profit","145829"
"1078","LAKEFRONT NURSING & REHAB CTR","Cook","IL","For profit","145235"
"1079","LAKEVIEW  REHAB & NURSING CENTER","Cook","IL","For profit","145654"
"1080","LANDMARK OF DES PLAINES REHAB","Cook","IL","For profit","145334"
"1081","LANDMARK OF RICHTON PARK REHAB & NSG CTR","Cook","IL","For profit","145424"
"1082","LEMONT NURSING & REHAB CENTER","Cook","IL","For profit","145901"
"1083","LEXINGTON OF CHICAGO RIDGE","Cook","IL","For profit","145700"
"1084","LEXINGTON OF ORLAND PARK","Cook","IL","For profit","145899"
"1085","LIEBERMAN CENTER FOR HEALTH & REHAB","Cook","IL","Non profit","145931"
"1086","LINCOLNWOOD PLACE","Cook","IL","For profit","145786"
"1087","LITTLE SISTERS OF THE POOR","Cook","IL","Non profit","146185"
"1088","LITTLE VILLAGE NRSG & RHB CTR","Cook","IL","For profit","146018"
"1089","MADO HEALTHCARE - UPTOWN","Cook","IL","For profit","146191"
"1090","MANORCARE OF HOMEWOOD","Cook","IL","Non profit","145684"
"1091","MANORCARE OF OAK LAWN EAST","Cook","IL","Non profit","145363"
"1092","MANORCARE OF OAK LAWN WEST","Cook","IL","Non profit","145087"
"1093","MANORCARE OF PALOS HEIGHTS EAST","Cook","IL","Non profit","145607"
"1094","MANORCARE OF PALOS HEIGHTS WEST","Cook","IL","Non profit","145893"
"1095","MAYFIELD HEALTH CENTER","Cook","IL","For profit","145885"
"1096","MIDWAY NEUROLOGICAL / REHAB CENTER","Cook","IL","For profit","145778"
"1097","MONTGOMERY PLACE","Cook","IL","Non profit","145748"
"1098","MOSAIC OF LAKESHORE, THE","Cook","IL","For profit","145244"
"1099","NILES NSG & REHAB CTR","Cook","IL","For profit","145696"
"1100","NORRIDGE GARDENS","Cook","IL","For profit","145329"
"1101","NORWOOD CROSSING","Cook","IL","Non profit","145974"
"1102","OAK PARK OASIS","Cook","IL","For profit","145714"
"1103","PARK VIEW REHAB CENTER","Cook","IL","For profit","145765"
"1104","PARKSHORE ESTATES NURSING & REHAB","Cook","IL","For profit","145938"
"1105","PAUL HOUSE & HEALTH CR CTR","Cook","IL","Non profit","145767"
"1106","PERSHING GARDENS HEALTHCARE CENTER","Cook","IL","For profit","146078"
"1107","PRAIRIE MANOR NRSG & REHAB CTR","Cook","IL","For profit","145629"
"1108","PRAIRIE OASIS","Cook","IL","For profit","145927"
"1109","PRESENCE MARYHAVEN NSG & REHAB","Cook","IL","Non profit","145741"
"1110","PRINCETON REHAB & HCC","Cook","IL","For profit","145688"
"1111","SELFHELP HOME OF CHICAGO","Cook","IL","Non profit","146009"
"1112","SHERIDAN VILLAGE NRSG & RHB","Cook","IL","For profit","145482"
"1113","SMITH CROSSING","Cook","IL","Non profit","146110"
"1114","SMITH VILLAGE","Cook","IL","Non profit","145904"
"1115","SOUTHPOINT NURSING & REHAB CENTER","Cook","IL","For profit","145914"
"1116","SOUTHVIEW MANOR","Cook","IL","For profit","146161"
"1117","SYMPHONY AT 87TH STREET","Cook","IL","For profit","145983"
"1118","SYMPHONY AT ARIA","Cook","IL","For profit","145946"
"1119","SYMPHONY EVANSTON HEALTHCARE","Cook","IL","For profit","145803"
"1120","SYMPHONY OF BRONZEVILLE","Cook","IL","For profit","145337"
"1121","SYMPHONY OF CHICAGO WEST","Cook","IL","For profit","145661"
"1122","SYMPHONY OF CRESTWOOD","Cook","IL","For profit","145718"
"1123","SYMPHONY OF LINCOLN PARK","Cook","IL","For profit","145510"
"1124","SYMPHONY OF MORGAN PARK","Cook","IL","For profit","145764"
"1125","SYMPHONY OF SOUTH SHORE","Cook","IL","For profit","145977"
"1126","UPTOWN HEALTH CENTER","Cook","IL","For profit","145881"
"1127","VI AT THE GLEN","Cook","IL","For profit","146107"
"1128","VILLA AT SOUTH HOLLAND, THE","Cook","IL","For profit","145671"
"1129","VILLA AT WINDSOR PARK","Cook","IL","For profit","145970"
"1130","WARREN BARR GOLD COAST","Cook","IL","For profit","145336"
"1131","WARREN BARR LINCOLN PARK","Cook","IL","For profit","145875"
"1132","WARREN BARR SOUTH LOOP","Cook","IL","For profit","145632"
"1133","WESTCHESTER HEALTH & REHABILITATION","Cook","IL","For profit","145660"
"1134","WESTMINSTER PLACE","Cook","IL","Non profit","145026"
"1135","WESTWOOD MANOR, THE","Cook","IL","For profit","146149"
"1136","WINDSOR ESTATES NSG & REHAB","Cook","IL","For profit","145967"
"1137","WINSTON MANOR CNV & NURSING","Cook","IL","For profit","14E169"
"1138","WOODBRIDGE NURSING PAVILION","Cook","IL","For profit","145792"
"1139","ABBINGTON REHAB & NURSING CTR","Du Page","IL","For profit","146065"
"1140","ALDEN ESTATES OF NAPERVILLE","Du Page","IL","For profit","145582"
"1141","ALDEN VALLEY RIDGE REHAB & HCC","Du Page","IL","For profit","145379"
"1142","ARISTA HEALTHCARE","Du Page","IL","For profit","145358"
"1143","BRIA OF WESTMONT","Du Page","IL","For profit","145405"
"1144","BRIDGEWAY SENIOR LIVING","Du Page","IL","For profit","145420"
"1145","BROOKDALE BURR RIDGE","Du Page","IL","For profit","146094"
"1146","BROOKDALE PLAZA LISLE SNF","Du Page","IL","For profit","146061"
"1147","BURGESS SQUARE HEALTHCARE CTR","Du Page","IL","For profit","145219"
"1148","CHATEAU NRSG & REHAB CENTER","Du Page","IL","For profit","145614"
"1149","COVENANT LIVING - WINDSOR PARK","Du Page","IL","Non profit","145606"
"1150","FOREST VIEW REHAB & NURSING CENTER","Du Page","IL","For profit","145752"
"1151","LEXINGTON HLTH CR CTR-BLMNGDL","Du Page","IL","For profit","145638"
"1152","LEXINGTON HLTH CR CTR-LOMBARD","Du Page","IL","For profit","145511"
"1153","LEXINGTON OF ELMHURST","Du Page","IL","For profit","145711"
"1154","MANORCARE OF HINSDALE","Du Page","IL","Non profit","145246"
"1155","OAK BROOK CARE","Du Page","IL","For profit","145458"
"1156","PARK PLACE CHRISTIAN COMMUNITY","Du Page","IL","For profit","146155"
"1157","PROVIDENCE DOWNERS GROVE","Du Page","IL","Non profit","145657"
"1158","TABOR HILLS HEALTH CARE FAC","Du Page","IL","Non profit","145840"
"1159","WEST CHICAGO TERRACE","Du Page","IL","For profit","14E392"
"1160","WESTMONT MANOR HLTH & RHB","Du Page","IL","For profit","145338"
"1161","WHEATON VILLAGE NRSG & RHB CTR","Du Page","IL","For profit","145715"
"1162","INTEGRITY HC OF CARBONDALE","Jackson","IL","For profit","145757"
"1163","MANOR COURT OF CARBONDALE","Jackson","IL","Non profit","146171"
"1164","NEWTON CARE CENTER","Jasper","IL","For profit","145807"
"1165","GALENA STAUSS NURSING HOME","Jo Daviess","IL","Non profit","146140"
"1166","BRIA OF GENEVA","Kane","IL","For profit","146067"
"1167","ELMWOOD TERRACE HEALTHCARE CTR","Kane","IL","For profit","145663"
"1168","FOX RIVER REHAB & HEALTHCARE","Kane","IL","For profit","145821"
"1169","GROVE OF FOX VALLEY,THE","Kane","IL","For profit","145006"
"1170","SYMPHONY OF ORCHARD VALLEY","Kane","IL","For profit","145473"
"1171","APERION CARE BRADLEY","Kankakee","IL","For profit","146112"
"1172","CITADEL CARE CENTER-KANKAKEE","Kankakee","IL","For profit","145043"
"1173","MILLER HEALTH CARE CENTER","Kankakee","IL","Non profit","145843"
"1174","SYMPHONY AT THE TILLERS","Kendall","IL","For profit","146034"
"1175","CLARIDGE HEALTHCARE CENTER","Lake","IL","For profit","145434"
"1176","ELEVATE CARE RIVERWOODS","Lake","IL","For profit","145304"
"1177","ELEVATE CARE WAUKEGAN","Lake","IL","For profit","145669"
"1178","GROVE AT THE LAKE,THE","Lake","IL","For profit","145665"
"1179","LAKE FOREST PLACE","Lake","IL","For profit","145986"
"1180","LEXINGTON OF LAKE ZURICH","Lake","IL","For profit","145816"
"1181","PAVILION OF WAUKEGAN","Lake","IL","For profit","145621"
"1182","RADFORD GREEN","Lake","IL","For profit","146136"
"1183","ROLLING HILLS MANOR","Lake","IL","Non profit","145443"
"1184","TERRACE NURSING HOME,THE","Lake","IL","For profit","146159"
"1185","VILLAGE AT VICTORY LAKES, THE","Lake","IL","Non profit","145602"
"1186","WARREN BARR LINCOLNSHIRE","Lake","IL","For profit","146028"
"1187","WARREN BARR NORTH SHORE","Lake","IL","For profit","145923"
"1188","WAUCONDA CARE","Lake","IL","For profit","145887"
"1189","WHITEHALL NORTH, THE","Lake","IL","For profit","145706"
"1190","WINCHESTER HOUSE","Lake","IL","For profit","145460"
"1191","FAIR HAVENS SENIOR LIVING","Macon","IL","For profit","145422"
"1192","EDEN VILLAGE CARE CENTER","Madison","IL","Non profit","145384"
"1193","EDWARDSVILLE NSG & REHAB CTR","Madison","IL","For profit","145555"
"1194","STEARNS NURSING & REHAB CENTER","Madison","IL","For profit","145847"
"1195","ALDEN TERRACE OF MCHENRY REHAB","Mc Henry","IL","For profit","145453"
"1196","CROSSROADS CARE CTR WOODSTOCK","Mc Henry","IL","For profit","145222"
"1197","FAIR OAKS HEALTH CARE CENTER","Mc Henry","IL","Non profit","145917"
"1198","SPRINGS AT CRYSTAL LAKE, THE","Mc Henry","IL","For profit","145612"
"1199","LUTHER OAKS","Mc Lean","IL","Non profit","146184"
"1200","GENERATIONS AT PEORIA","Peoria","IL","For profit","145039"
"1201","SHARON HEALTH CARE WILLOWS","Peoria","IL","For profit","14E888"
"1202","CENTENNIAL REHAB & HEALTHCARE","Rock Island","IL","For profit","145680"
"1203","FRIENDSHIP MANOR","Rock Island","IL","Non profit","146099"
"1204","GENERATIONS AT ROCK ISLAND","Rock Island","IL","For profit","145950"
"1205","HOPE CREEK CARE CENTER","Rock Island","IL","Government","145269"
"1206","BRIA OF BELLEVILLE","St. Clair","IL","For profit","145668"
"1207","HELIA SOUTHBELT HEALTHCARE","St. Clair","IL","For profit","145241"
"1208","LEBANON CARE CENTER","St. Clair","IL","For profit","145897"
"1209","MEMORIAL CARE CENTER","St. Clair","IL","For profit","145102"
"1210","GENERATIONS AT RIVERVIEW","Tazewell","IL","For profit","145524"
"1211","ALDEN COURTS OF SHOREWOOD","Will","IL","For profit","146183"
"1212","JOLIET TERRACE","Will","IL","For profit","14E247"
"1213","LAKEWOOD NRSG & REHAB CENTER","Will","IL","For profit","145761"
"1214","MEADOWBROOK MANOR","Will","IL","For profit","145710"
"1215","PARC JOLIET","Will","IL","For profit","145221"
"1216","PRESENCE VILLA FRANCISCAN","Will","IL","Non profit","145029"
"1217","ST JAMES WELLNESS REHAB VILLAS","Will","IL","For profit","145611"
"1218","SUNNY HILL NURSING HOME OF WILL COUNTY","Will","IL","Government","145892"
"1219","SYMPHONY OF JOLIET","Will","IL","For profit","145372"
"1220","ALDEN DEBES REHAB & HCC","Winnebago","IL","For profit","145142"
"1221","AMBERWOOD CARE CENTRE","Winnebago","IL","For profit","145908"
"1222","LIFE CARE CENTER OF FORT WAYNE","Allen","IN","For profit","155266"
"1223","OTTERBEIN FRANKLIN SENIORLIFE COMM RES & COM CARE","Johnson","IN","Non profit","155771"
"1224","MITCHELL MANOR","Lawrence","IN","Non profit","155324"
"1225","BETHANY POINTE HEALTH CAMPUS","Madison","IN","For profit","155698"
"1226","WILDWOOD HEALTHCARE CENTER","Marion","IN","For profit","155334"
"1227","SIGNATURE HEALTHCARE OF NEWBURGH","Warrick","IN","For profit","155670"
"1228","LIFE CARE CENTER OF BURLINGTON","Coffey","KS","For profit","175373"
