provnum,def_count,provname,county,state,ownership_type
315044,0,ANDOVER SUBACUTE AND REHAB I,Sussex,NJ,For profit
315047,1,WYNWOOD REHABILITATION AND HEALTHCARE CENTER,Burlington,NJ,For profit
315050,1,BURLINGTON WOODS,Burlington,NJ,For profit
315053,1,PINE ACRES CONVALESCENT CENTER,Morris,NJ,For profit
315057,1,MERRY HEART NURSING HOME,Morris,NJ,For profit
315060,1,ST MARY'S CENTER FOR REHABILITATION & HEALTHCARE,Camden,NJ,For profit
315064,1,ASHBROOK CARE & REHABILITATION CENTER,Union,NJ,For profit
315066,1,STRATFORD MANOR REHABILITATION AND CARE CENTER,Essex,NJ,For profit
315068,2,AVISTA HEALTHCARE,Camden,NJ,For profit
315072,1,HEATH VILLAGE,Morris,NJ,Non profit
315077,0,WILLOWBROOKE COURT SKILLED CARE AT EVERGREENS,Burlington,NJ,Non profit
315083,1,ALARIS HEALTH AT JERSEY CITY,Hudson,NJ,For profit
315085,3,CHESTNUT HILL CONV CENTER,Passaic,NJ,For profit
315091,2,CRANFORD REHAB & NURSING CENTER,Union,NJ,For profit
315092,1,CARE ONE AT HOLMDEL,Monmouth,NJ,For profit
315094,2,MERCERVILLE CENTER,Mercer,NJ,For profit
315101,2,JFK HARTWYCK AT CEDAR BROOK,Union,NJ,Non profit
315103,0,REGENCY GARDENS NURSING CENTER,Passaic,NJ,For profit
315105,0,CORAL HARBOR REHABILITATION AND HEALTHCARE CENTER,Monmouth,NJ,For profit
315106,1,ELIZABETH NURSING AND REHAB,Union,NJ,For profit
315108,1,PRINCETON CARE CENTER,Mercer,NJ,For profit
315110,2,LAKEVIEW REHABILITATION AND CARE CENTER,Passaic,NJ,For profit
315112,0,HUDSONVIEW HEALTH CARE CENTER,Hudson,NJ,For profit
315113,0,CLOVER MEADOWS HEALTHCARE AND REHABILITATION CENTE,Mercer,NJ,For profit
315115,2,ATLANTIC COAST REHAB & HEALTH,Ocean,NJ,For profit
315119,2,ARNOLD WALTER NURSING HOME,Monmouth,NJ,For profit
315120,1,CHATHAM HILLS SUBACUTE CARE CENTER,Morris,NJ,For profit
315122,3,WESTFIELD CENTER,Union,NJ,For profit
315124,0,PROVIDENCE NURSING AND REHABILITATION CENTER,Mercer,NJ,For profit
315125,2,CRYSTAL LAKE HLTHCARE & REHAB,Ocean,NJ,For profit
315127,0,ST LAWRENCE REHAB CENTER,Mercer,NJ,Non profit
315128,2,VIRTUA HEALTH & REHAB MT HOLLY,Burlington,NJ,Non profit
315129,0,DELLRIDGE HEALTH & REHABILITATION CENTER,Bergen,NJ,For profit
315131,1,WILLOW CREEK REHAB AND CARE CE,Somerset,NJ,For profit
315132,0,CARE ONE AT THE HIGHLANDS,Middlesex,NJ,For profit
315133,1,WOODCLIFF LAKE HEALTH & REHABILITATION CENTER,Bergen,NJ,For profit
315134,2,COMPLETE CARE AT GREEN KNOLL,Somerset,NJ,For profit
315135,2,CREST POINTE REHABILITATION AND HEALTHCARE CENTER,Ocean,NJ,For profit
315136,0,MERIDIAN NURSING & REHAB AT SHREWSBURY,Monmouth,NJ,Non profit
315137,1,BARN HILL CARE CENTER,Sussex,NJ,For profit
315138,2,TROY HILLS CENTER,Morris,NJ,For profit
315140,1,REHAB AT RIVER'S EDGE,Somerset,NJ,For profit
315141,3,ABINGDON CARE & REHABILITATION CENTER,Somerset,NJ,For profit
315142,0,LLANFAIR HOUSE CARE & REHABILITATION CENTER,Passaic,NJ,For profit
315143,0,HOLLY MANOR CENTER,Morris,NJ,For profit
315144,1,MEDFORD LEAS,Burlington,NJ,Non profit
315147,2,NEW GROVE MANOR,Essex,NJ,For profit
315149,2,STERLING MANOR,Burlington,NJ,For profit
315152,2,CARE ONE AT WELLINGTON,Bergen,NJ,For profit
315153,0,"MANOR, THE",Monmouth,NJ,Non profit
315157,0,COMPLETE CARE AT MORRIS HILLS,Morris,NJ,For profit
315158,2,RIDGEWOOD CENTER,Bergen,NJ,For profit
315161,1,FRIENDS VILLAGE AT WOODSTOWN,Salem,NJ,Non profit
315164,1,COUNTY MANOR REHABILITATION & HCC,Bergen,NJ,For profit
315166,3,MASONIC VILLAGE AT BURLINGTON,Burlington,NJ,Non profit
315171,0,OAKLAND REHABILITATION AND HEALTHCARE  CENTER,Bergen,NJ,For profit
315174,2,DEPTFORD CENTER FOR REHABILITATION AND HEALTHCARE,Gloucester,NJ,For profit
315177,1,GATEWAY CARE CENTER,Monmouth,NJ,For profit
315178,1,WINDSOR GARDENS CARE CENTER,Essex,NJ,For profit
315179,0,AUTUMN LAKE HEALTHCARE AT OCEANVIEW,Cape May,NJ,For profit
315180,1,ALAMEDA CENTER FOR REHABILITATION AND HEALTHCARE,Middlesex,NJ,For profit
315182,1,BRIDGEWAY CARE AND REHAB CENTER AT BRIDGEWATER,Somerset,NJ,For profit
315183,2,PREMIER CADBURY OF CHERRY HILL,Camden,NJ,For profit
315185,3,"COMPLETE CARE AT LINWOOD, LLC",Atlantic,NJ,For profit
315187,3,"VOORHEES CARE & REHABILITATION CENTER, THE",Camden,NJ,For profit
315190,1,LEISURE CHATEAU REHABILITATION,Ocean,NJ,For profit
315192,1,ALARIS HEALTH AT KEARNY,Hudson,NJ,For profit
315194,0,ST JOSEPH'S HEALTHCARE AND REHAB CENTER,Essex,NJ,Non profit
315195,1,AUTUMN LAKE HEALTHCARE AT BERKELEY HEIGHTS,Union,NJ,For profit
315196,0,ARISTACARE AT MANCHESTER,Ocean,NJ,For profit
315198,0,ALARIS HEALTH AT RIVERTON,Union,NJ,For profit
315199,1,IMPERIAL CARE CENTER,Monmouth,NJ,For profit
315200,2,ARISTACARE AT DELAIRE,Union,NJ,For profit
315201,0,CAMBRIDGE REHABILITATION AND HEALTHCARE CENTER,Burlington,NJ,Non profit
315202,1,LOPATCONG CENTER,Warren,NJ,For profit
315204,2,CANTERBURY AT CEDAR GROVE,Essex,NJ,For profit
315206,1,MANAHAWKIN CONV CTR,Ocean,NJ,For profit
315209,3,HAMMONTON CENTER FOR REHABILITATION AND HEALTHCARE,Atlantic,NJ,For profit
315213,1,WILLOW SPRINGS REHABILITATION AND HEALTHCARE CTR,Ocean,NJ,For profit
315214,1,ARISTACARE AT CEDAR OAKS,Middlesex,NJ,For profit
315215,2,GREENWOOD HOUSE HOME FOR THE JEWISH AGED,Mercer,NJ,Non profit
315216,2,WATERVIEW CENTER,Essex,NJ,For profit
315217,0,ARISTACARE AT NORWOOD TERRACE,Union,NJ,For profit
315219,2,VOORHEES CENTER,Camden,NJ,For profit
315221,2,"COMPLETE CARE AT HAMILTON, LLC",Passaic,NJ,For profit
315222,2,BARNEGAT REHABILITATION AND NURSING CENTER,Ocean,NJ,For profit
315223,1,HAMILTON CONTINUING CARE,Mercer,NJ,Non profit
315224,1,FOREST MANOR HCC,Warren,NJ,For profit
315226,3,HUNTERDON CARE CENTER,Hunterdon,NJ,For profit
315228,1,COURT HOUSE CENTER,Cape May,NJ,For profit
315229,0,PHOENIX CENTER FOR REHABILITATION AND PEDIATRICS,Passaic,NJ,For profit
315234,0,ARBOR RIDGE REHABILITATION AND HEALTHCARE CENTER,Passaic,NJ,For profit
315236,2,SINAI POST ACUTE NURSING AND REHAB CENTER,Essex,NJ,For profit
315239,3,CHILDRENS SPECIALIZED HOSPITAL MOUNTAINSIDE,Union,NJ,Non profit
315240,1,CARE ONE AT JACKSON,Ocean,NJ,For profit
315244,0,PREFERRED CARE AT ABSECON,Atlantic,NJ,For profit
315246,1,MANORCARE HEALTH SERVICES-WEST DEPTFORD,Gloucester,NJ,Non profit
315247,1,HACKENSACK MERIDIAN HEALTH WEST CALDWELL C,Essex,NJ,For profit
315248,2,ANDOVER SUBACUTE AND REHAB II,Sussex,NJ,For profit
315249,1,LINCOLN PARK CARE CENTER,Morris,NJ,For profit
315251,1,HARTWYCK AT OAK TREE,Middlesex,NJ,Non profit
315252,0,BAYSHORE HEALTH CARE CENTER,Monmouth,NJ,Non profit
315253,1,"PARKER AT SOMERSET, INC",Somerset,NJ,Non profit
315254,1,ALARIS HEALTH AT BOULEVARD EAST,Hudson,NJ,For profit
315256,1,LEISURE PARK HEALTH CENTER,Ocean,NJ,For profit
315257,0,CEDAR GROVE RESPIRATORY AND NURSING CENTER,Gloucester,NJ,For profit
315259,1,MANOR CARE MOUNTAINSIDE,Union,NJ,Non profit
315260,2,ASPEN HILLS HEALTHCARE CENTER,Burlington,NJ,For profit
315261,1,LAKELAND HEALTH CARE CENTER,Passaic,NJ,For profit
315262,1,HARROGATE,Ocean,NJ,Non profit
315264,3,"COMPLETE CARE AT BEY LEA, LLC",Ocean,NJ,For profit
315265,0,COMPLETE CARE AT GREEN ACRES,Ocean,NJ,For profit
315266,1,PARK CRESCENT HEALTHCARE & REHABILITATION CENTER,Essex,NJ,For profit
315267,1,ABIGAIL HOUSE FOR NURSING & REHABILITATION,Camden,NJ,For profit
315268,0,BROOKHAVEN HEALTH CARE CENTER,Essex,NJ,For profit
315269,1,VILLAGE POINT,Middlesex,NJ,Non profit
315273,1,"WOODLANDS, THE",Union,NJ,For profit
315274,0,"COMPLETE CARE AT LAURELTON, LLC",Ocean,NJ,For profit
315275,0,CONCORD HEALTHCARE & REHABILITATION CENTER,Ocean,NJ,For profit
315276,1,MILFORD MANOR,Passaic,NJ,For profit
315279,1,JFK HARTWYCK AT EDISON ESTATES,Middlesex,NJ,Non profit
315280,3,SILVER HEALTHCARE CENTER,Camden,NJ,For profit
315282,2,PINE BROOK CARE CENTER,Monmouth,NJ,For profit
315283,0,SOUTH MOUNTAIN HC,Union,NJ,For profit
315284,1,MONMOUTH CARE CENTER,Monmouth,NJ,For profit
315286,0,HACKENSACK MERIDIAN HEALTH NURSING & REHAB,Monmouth,NJ,For profit
315288,1,BARTLEY HEALTHCARE NURSING & REHABILITATION,Ocean,NJ,For profit
315290,1,"BUCKINGHAM AT NORWOOD, THE",Bergen,NJ,For profit
315291,1,ATRIUM POST ACUTE CARE OF WAYNEVIEW,Passaic,NJ,For profit
315292,1,APPLEWOOD ESTATES,Monmouth,NJ,Non profit
315295,1,HACKENSACK MERIDIAN HEALTH NURSING & REHAB,Bergen,NJ,Non profit
315298,0,"SPRINGPOINT AT CRESTWOOD, INC",Ocean,NJ,Non profit
315299,3,KING MANOR CARE AND REHABILITATION CENTER,Monmouth,NJ,For profit
315300,1,ALARIS HEALTH AT HAMILTON PARK,Hudson,NJ,For profit
315302,1,ROLLING HILLS CARE CENTER,Hunterdon,NJ,For profit
315303,0,MORRIS VIEW HEALTHCARE CENTER,Morris,NJ,For profit
315304,2,WARREN HAVEN REHAB AND NURSING CENTER,Warren,NJ,For profit
315305,2,AMBOY CARE CENTER,Middlesex,NJ,For profit
315306,1,CARE ONE AT NEW MILFORD,Bergen,NJ,For profit
315307,1,HARBORAGE (THE),Hudson,NJ,Non profit
315308,0,ALARIS HEALTH AT ROCHELLE PARK,Bergen,NJ,For profit
315309,2,ARISTACARE AT WHITING,Ocean,NJ,For profit
315312,2,HAMPTON RIDGE HEALTHCARE AND REHABILITATION,Ocean,NJ,For profit
315313,0,CARE ONE AT CRESSKILL,Bergen,NJ,For profit
315314,0,ANCHOR CARE AND REHABILITATION CENTER,Monmouth,NJ,For profit
315316,0,BRAKELEY PARK CENTER,Warren,NJ,For profit
315318,1,"ST JOSEPH'S HOME AL & NC, INC",Middlesex,NJ,Non profit
315320,2,COMPLETE CARE AT HOLIDAY CITY,Ocean,NJ,For profit
315321,0,"PREFERRED CARE AT OLD BRIDGE, LLC",Middlesex,NJ,For profit
315322,0,INGLEMOOR REHABILITATION AND CARE CENTER OF LIVING,Essex,NJ,For profit
315324,0,WATERS EDGE HEALTHCARE & REHAB,Mercer,NJ,For profit
315327,1,FOUNTAIN VIEW CARE CENTER,Ocean,NJ,For profit
315328,2,MAPLE GLEN CENTER,Bergen,NJ,For profit
315329,0,"OAKS AT DENVILLE, THE",Morris,NJ,Non profit
315330,1,MARCELLA CENTER,Burlington,NJ,For profit
315332,1,SOUTHERN OCEAN CENTER,Ocean,NJ,For profit
315333,1,COMPLETE CARE AT ARBORS,Ocean,NJ,For profit
315335,1,ATRIUM POST ACUTE CARE OF WAYNE,Passaic,NJ,For profit
315336,1,"GARDENS AT MONROE HEALTHCARE AND REHABILITATION, T",Middlesex,NJ,For profit
315337,2,MCAULEY HALL HEALTH CARE CENTE,Somerset,NJ,Non profit
315338,0,MORRIS HALL/ST JOSEPH'S NURSING CENTER,Mercer,NJ,Non profit
315339,3,CARE ONE AT ORADELL,Bergen,NJ,For profit
315341,4,CLARK NURSING AND REHAB CNTR,Union,NJ,For profit
315342,0,MERIDIAN NURSING AND REHABILITATION AT BRICK,Ocean,NJ,Non profit
315343,0,BROADWAY HOUSE FOR CONTINUING,Essex,NJ,Non profit
315344,0,ALARIS HEALTH AT CASTLE HILL,Hudson,NJ,For profit
315346,1,N J VETERANS MEM HOME PARAMUS,Bergen,NJ,Government
315348,1,HEALTH CENTER AT BLOOMINGDALE,Passaic,NJ,For profit
315350,1,NORTH CAPE CENTER,Cape May,NJ,For profit
315351,2,BRIGHTON GARDENS OF EDISON,Middlesex,NJ,For profit
315352,2,ALARIS HEALTH AT ST MARY'S,Essex,NJ,For profit
315353,0,CRANBURY CENTER,Middlesex,NJ,For profit
315355,1,REGENCY GRANDE NURS & REHAB CE,Morris,NJ,For profit
315356,0,SKILLED NURSING AT FELLOWSHIP VILLAGE,Somerset,NJ,Non profit
315357,2,ALARIS HEALTH AT CEDAR GROVE,Essex,NJ,For profit
315359,0,ALARIS HEALTH AT ESSEX,Essex,NJ,For profit
315360,0,EMERSON HEALTH CARE CENTER,Bergen,NJ,For profit
315361,2,PREAKNESS HEALTHCARE CENTER,Passaic,NJ,Government
315362,2,PARK PLACE CENTER,Middlesex,NJ,For profit
315363,1,MONTCLAIR CARE CENTER,Essex,NJ,For profit
315364,1,JERSEY SHORE CENTER,Monmouth,NJ,For profit
315365,1,MERIDIAN NURSING AND REHABILITATION AT OCEAN GROVE,Monmouth,NJ,Non profit
315366,3,ALARIS HEALTH AT BELGROVE,Hudson,NJ,For profit
315367,1,REGENCY HERITAGE NURSING AND REHABILITATION CENTER,Somerset,NJ,For profit
315369,1,CARE ONE AT VALLEY,Bergen,NJ,For profit
315370,3,ATRIUM POST ACUTE CARE OF PRINCETON,Mercer,NJ,For profit
315372,0,WHITE HOUSE HLTHCR & REHAB CTR,Essex,NJ,For profit
315375,0,FOREST HILL HEALTHCARE CENTER,Essex,NJ,For profit
315376,1,CHRISTIAN HEALTH CARE CENTER,Bergen,NJ,Non profit
315378,0,HOMESTEAD REHABILITATION & HEALTH CARE CENTER,Sussex,NJ,For profit
315381,0,SUMMER HILL NURSING HOME,Middlesex,NJ,For profit
315383,1,CHESHIRE HOME,Morris,NJ,Non profit
315384,1,ROSE MOUNTAIN CARE CENTER,Middlesex,NJ,For profit
315386,1,MAYWOOD CENTER FOR HEALTH AND REHABILITATION,Bergen,NJ,For profit
315387,2,ALLAIRE REHAB & NURSING,Monmouth,NJ,For profit
315390,1,CRANFORD PARK REHABILITATION & HEALTHCARE CENTER,Union,NJ,For profit
315392,0,JOB HAINES HOME FOR AGED PEOPL,Essex,NJ,Non profit
315393,1,NEW COMMUNITY EXTENDED CARE FACILITY,Essex,NJ,Non profit
315397,2,PREFERRED CARE AT WALL,Monmouth,NJ,For profit
315402,0,ARMENIAN NURSING AND REHABILITATION CENTER,Bergen,NJ,Non profit
315404,1,UNITED METHODIST COMMUNITIES AT COLLINGSWOOD,Camden,NJ,Non profit
315409,1,VALLEY VIEW REHABILITATION AND HEALTHCARE CTR,Sussex,NJ,For profit
315414,2,WARDELL GARDENS AT TINTON FALLS,Monmouth,NJ,For profit
315416,0,GREEN HILL,Essex,NJ,Non profit
315417,1,REFORMED CHURCH HOME,Middlesex,NJ,Non profit
315419,2,N J EASTERN STAR HOME,Somerset,NJ,Non profit
315421,0,ROSE GARDEN NURSING AND REHABILITATION CENTER,Ocean,NJ,For profit
315422,2,HOUSE OF THE GOOD SHEPHERD,Warren,NJ,Non profit
315423,3,"HAMILTON GROVE HEALTHCARE AND REHABILITATION, LLC",Mercer,NJ,For profit
315425,2,FOOTHILL ACRES REHABILITATION & NURSING CENTER,Somerset,NJ,For profit
315426,0,CARE ONE AT RIDGEWOOD AVENUE,Bergen,NJ,For profit
315433,1,COUNTRY ARCH CARE CENTER,Hunterdon,NJ,For profit
315434,0,FAMILY OF CARING HEALTHCARE AT RIDGEWOOD,Bergen,NJ,For profit
315435,1,FAMILY OF CARING HEALTHCARE AT MONTCLAIR,Essex,NJ,For profit
315436,0,BERGEN COUNTY HEALTH CARE CTR,Bergen,NJ,Government
315437,2,LAUREL BAY HEALTH & REHABILITATION CENTER,Monmouth,NJ,For profit
315438,0,ATRIUM POST ACUTE CARE OF PARK RIDGE,Bergen,NJ,For profit
315442,2,TRINITAS HOSPITAL,Union,NJ,Non profit
315445,1,"ARBOR AT LAUREL CIRCLE, THE",Somerset,NJ,For profit
315449,2,ALARIS HEALTH AT WEST ORANGE,Essex,NJ,For profit
315451,0,"ELMS OF CRANBURY, THE",Middlesex,NJ,For profit
315453,1,COMPLETE CARE AT SHORROCK HAVEN,Ocean,NJ,For profit
315454,2,SHORE MEADOWS REHAB & NURSING CENTER,Ocean,NJ,For profit
315455,1,ROYAL HEALTH GATE NRSG REHAB,Mercer,NJ,For profit
315457,0,LUTHERAN SOCIAL MINISTRIES CRA,Essex,NJ,Non profit
315458,3,NEW VISTA,Essex,NJ,For profit
315459,3,NEW JERSEY VETERANS MEMORIAL HOME MENLO,Middlesex,NJ,Government
315460,2,HACKENSACK MERIDIAN HEALTH PROSPECT HEIGHTS CARE C,Bergen,NJ,For profit
315462,0,TALLWOODS CARE CENTER,Ocean,NJ,For profit
315463,2,ATRIUM POST ACUTE CARE OF MATAWAN,Monmouth,NJ,For profit
315464,1,CARE ONE AT EVESHAM,Burlington,NJ,For profit
315465,2,MANHATTANVIEW NURSING HOME,Hudson,NJ,For profit
315468,1,CARE ONE AT MORRIS,Morris,NJ,For profit
315471,0,ST CATHERINE OF SIENA,Essex,NJ,Non profit
315472,1,CARE ONE AT EAST BRUNSWICK,Middlesex,NJ,For profit
315473,0,JEWISH HOME AT ROCKLEIGH,Bergen,NJ,Non profit
315476,3,ALARIS HEALTH AT THE FOUNTAINS,Hudson,NJ,For profit
315477,1,CARE ONE AT WAYNE - SNF,Passaic,NJ,For profit
315479,2,CARE ONE AT LIVINGSTON,Essex,NJ,For profit
315480,1,"VILLA AT FLORHAM PARK, INC THE",Morris,NJ,Non profit
315482,0,CARE ONE AT MOORESTOWN,Burlington,NJ,For profit
315483,1,PLAZA HEALTHCARE & REHABILITATION CENTER,Union,NJ,For profit
315485,1,CARE ONE AT WALL,Monmouth,NJ,For profit
315486,1,STONEBRIDGE AT MONTGOMERY HEALTH CARE CENTER,Somerset,NJ,Non profit
315487,2,PREFERRED CARE AT MERCER,Mercer,NJ,For profit
315488,2,CARE ONE AT MADISON AVENUE,Morris,NJ,For profit
315491,0,CEDAR CREST/MOUNTAINVIEW GARDENS,Morris,NJ,Non profit
315494,1,ALARIS HEALTH AT THE CHATEAU,Bergen,NJ,For profit
315495,1,RENAISSANCE PAVILION,Atlantic,NJ,Non profit
315496,1,NEW JERSEY VETERANS MEMORIAL VINELAND,Cumberland,NJ,Government
315497,1,ALLENDALE NURSING HOME,Bergen,NJ,For profit
315499,2,LIONS GATE,Camden,NJ,Non profit
315500,3,MANORCARE HEALTH SERVICES - VOORHEES,Camden,NJ,Non profit
315501,0,MERIDIAN SUBACUTE REHABILITATION,Monmouth,NJ,Non profit
315502,0,CARE ONE AT TEANECK,Bergen,NJ,For profit
315503,0,ROYAL SUITES HEALTH CARE & REHABILITATION,Atlantic,NJ,For profit
315504,0,WEDGWOOD GARDENS CARE CENTER,Monmouth,NJ,For profit
315508,2,VICTORIA MANOR,Cape May,NJ,For profit
315509,1,ROOSEVELT CARE CENTER AT OLD BRIDGE,Middlesex,NJ,Government
315510,1,BRIDGEWAY CARE AND REHAB CENTER AT HILLSBOROUGH,Somerset,NJ,For profit
315514,1,EGG HARBOR CARE CENTER,Atlantic,NJ,For profit
315515,1,"ATRIUM AT NAVESINK HARBOR, THE",Monmouth,NJ,Non profit
315517,2,POWERBACK REHABILITATION MOORESTOWN,Burlington,NJ,For profit
315518,2,"VENETIAN CARE & REHABILITATION CENTER, THE",Middlesex,NJ,For profit
315519,1,ATRIUM POST ACUTE CARE OF HAMILTON,Mercer,NJ,For profit
315523,2,CONTINUING CARE AT LANTERN HILL,Union,NJ,Non profit
315524,1,LAUREL BROOK REHABILITATION AND HEALTHCARE CENTER,Burlington,NJ,For profit
315525,2,"HUDSON HILLS SENIOR LIVING, LLC",Hudson,NJ,For profit
315526,1,ATRIUM POST ACUTE CARE OF LIVINGSTON,Essex,NJ,For profit
315527,0,WINCHESTER GARDENS HEALTH CARE CENTER,Essex,NJ,Non profit
315528,0,JEWISH HOME FOR REHABILITATION AND NURSING,Monmouth,NJ,Non profit
325035,1,LA VIDA LLENA,Bernalillo,NM,For profit
325042,3,UPTOWN REHABILITATION CENTER,Bernalillo,NM,For profit
325070,2,RED ROCKS CARE CENTER,Mckinley,NM,For profit
325071,1,AZTEC HEALTHCARE,San Juan,NM,For profit
325103,1,LIFE CARE CENTER OF FARMINGTON,San Juan,NM,For profit
325113,2,CEDAR RIDGE INN,San Juan,NM,For profit
325119,1,ADVANCED HEALTH CARE OF ALBUQUERQUE,Bernalillo,NM,For profit
325130,2,NEIGHBORHOOD IN RIO RANCHO (THE),Sandoval,NM,For profit
325133,0,"WELBROOK SENIOR LIVING, LLC",San Juan,NM,For profit
335008,2,ST JOHNS HEALTH CARE CORPORATION,Monroe,NY,Non profit
335011,0,ST PATRICKS HOME,Bronx,NY,Non profit
335023,0,A HOLLY PATTERSON EXTENDED CARE FACILITY,Nassau,NY,Government
335050,0,MARY MANNING WALSH NURSING HOME CO INC,New York,NY,Non profit
335067,0,APEX REHABILITATION & CARE CENTER,Suffolk,NY,For profit
335080,0,REGENCY EXTENDED CARE CENTER,Westchester,NY,For profit
335081,2,ST ANNS COMMUNITY,Monroe,NY,Non profit
335100,1,ISABELLA GERIATRIC CENTER INC,New York,NY,Non profit
335105,1,JEWISH HOME OF ROCHESTER,Monroe,NY,Non profit
335130,0,THE GRAND REHABILITATION AND NURSING AT QUEENS,Queens,NY,For profit
335132,0,PARKER JEWISH INSTITUTE FOR HEALTH CARE & REHAB,Queens,NY,Non profit
335133,0,SAPPHIRE CTR FOR REHAB & NRSG OF CTRL QUEENS,Queens,NY,For profit
335160,0,LYNBROOK RESTORATIVE THERAPY AND NURSING,Nassau,NY,For profit
335163,0,OXFORD NURSING HOME,Kings,NY,For profit
335165,0,CARING FAMILY NURSING AND REHABILITATION CENTER,Queens,NY,For profit
335174,0,COBBLE HILL HEALTH CENTER INC,Kings,NY,Non profit
335229,0,PUTNAM NURSING & REHABILITATION CENTER,Putnam,NY,For profit
335231,0,"EXCEL AT WOODBURY FOR REHAB AND NURSING, L L C",Nassau,NY,For profit
335232,2,UPPER EAST SIDE REHABILITATION AND NURSING CENTER,New York,NY,For profit
335238,2,THE VALLEY VIEW CENTER FOR NURSING CARE AND REHAB,Orange,NY,Government
335250,2,HIGHFIELD GARDENS CARE CENTER OF GREAT NECK,Nassau,NY,For profit
335269,0,THE WARTBURG HOME,Westchester,NY,Non profit
335284,1,CENTRAL ISLAND HEALTHCARE,Nassau,NY,For profit
335286,2,CARILLON NURSING AND REHABILITATION CENTER,Suffolk,NY,For profit
335288,0,SHORE VIEW NURSING  & REHABILITATION CENTER,Kings,NY,For profit
335290,1,THE CHATEAU AT BROOKLYN REHAB AND NURSING CENTER,Kings,NY,For profit
335296,0,"THE NEW JEWISH HOME, SARAH NEUMAN",Westchester,NY,Non profit
335321,1,SPLIT ROCK REHABILITION AND HEALTH CARE CENTER,Bronx,NY,For profit
335334,0,THE RIVERSIDE,New York,NY,For profit
335342,1,NORTH WESTCHESTER RESTORATIVE THERAPY & NRSG CRT,Westchester,NY,For profit
335349,0,CLIFFSIDE REHAB & RESIDENTIAL HEALTH CARE CENTER,Queens,NY,For profit
335363,0,OZANAM HALL OF QUEENS NURSING HOME INC,Queens,NY,Non profit
335379,1,REGO PARK NURSING HOME,Queens,NY,For profit
335383,0,ST CABRINI NURSING HOME,Westchester,NY,Non profit
335396,2,MONTGOMERY NURSING AND REHABILITATION CENTER,Orange,NY,For profit
335405,0,FERNCLIFF NURSING HOME CO INC,Dutchess,NY,For profit
335411,0,SEA CREST NURSING AND REHABILITATION CENTER,Kings,NY,For profit
335416,1,DRY HARBOR NURSING HOME,Queens,NY,For profit
335424,1,MARTINE CENTER FOR REHABILITATION AND NURSING,Westchester,NY,For profit
335426,1,FRANKLIN CENTER FOR REHABILITATION AND NURSING,Queens,NY,For profit
335432,2,LONG BEACH NURSING AND REHABILITATION CENTER,Nassau,NY,For profit
335455,1,CARMEL RICHMOND HEALTHCARE AND REHAB CENTER,Richmond,NY,Non profit
335459,0,WESTCHESTER CENTER FOR REHABILITATION & NURSING,Westchester,NY,For profit
335461,0,NEW GOUVERNEUR HOSPITAL S N F,New York,NY,Government
335462,0,THE PLAZA REHAB AND NURSING CENTER,Bronx,NY,For profit
335483,1,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,Nassau,NY,For profit
335491,3,"THE NEW JEWISH HOME, MANHATTAN",New York,NY,Non profit
335503,1,HOLLISWOOD CTR FOR REHABILITATION AND HEALTHCARE,Queens,NY,For profit
335506,2,BRONX CENTER FOR REHABILITATION & HEALTH CARE,Bronx,NY,For profit
335513,1,SEAGATE REHABILITATION AND NURSING CENTER,Kings,NY,For profit
335539,1,OUR LADY OF CONSOLATION NURSING AND REHAB CARE CTR,Suffolk,NY,Non profit
335545,1,KING DAVID CENTER FOR NURSING AND REHABILITATION,Kings,NY,For profit
335558,0,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Kings,NY,For profit
335559,2,SUNHARBOR MANOR,Nassau,NY,For profit
335609,0,CROWN HEIGHTS CENTER FOR NURSING AND REHAB,Kings,NY,For profit
335625,0,DOWNTOWN BROOKLYN NURSING & REHABILITATION CENTER,Kings,NY,For profit
335628,0,SULLIVAN COUNTY ADULT CARE CENTER,Sullivan,NY,Government
335632,1,PINE HAVEN HOME,Columbia,NY,For profit
335634,0,GARDEN GATE HEALTH CARE FACILITY,Erie,NY,For profit
335636,0,GOOD SAMARITAN NURSING HOME,Suffolk,NY,Non profit
335638,1,BUFFALO CENTER FOR REHABILITATION AND NURSING,Erie,NY,For profit
335644,1,KINGS HARBOR MULTICARE CENTER,Bronx,NY,For profit
335656,1,HAYM SOLOMON HOME FOR THE AGED,Kings,NY,For profit
335665,0,TERENCE CARDINAL COOKE HEALTH CARE CENTER,New York,NY,Non profit
335690,2,WHITE OAKS REHABILITATION AND NURSING CENTER,Nassau,NY,For profit
335696,1,GURWIN JEWISH NURSING AND REHABILITATION CENTER,Suffolk,NY,For profit
335716,0,GLEN COVE CENTER FOR NURSING AND REHABILITATION,Nassau,NY,For profit
335723,0,EAST HAVEN NURSING & REHABILITATION CENTER,Bronx,NY,For profit
335739,0,LUXOR NURSING AND REHABILITATION AT MILLS POND,Suffolk,NY,For profit
335753,0,BRONXCARE SPECIAL CARE CENTER,Bronx,NY,Non profit
335757,0,"HARRIS HILL NURSING FACILITY, L L C",Erie,NY,For profit
335761,0,LUXOR NURSING AND REHABILITATION AT SAYVILLE,Suffolk,NY,For profit
335763,0,ST VINCENT DEPAUL RESIDENCE,Bronx,NY,Non profit
335775,1,BRONX GARDENS REHABILITATION AND NURSING CENTER,Bronx,NY,For profit
