x1,provname,county,state,ownership_type,provnum,address,city_raw,zip,survey_date_output,surveytype,defpref,category,tag,tag_desc,scope,defstat,statdate,cycle,standard,complaint,filedate,address_norm,zip5,city_clean,year,def_boolean
249,LA HABRA CONVALESCENT HOSPITAL,Orange,CA,For profit,055622,1233 WEST LA HABRA BOULEVARD,LA HABRA,90631,2017-01-20,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",F,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-02-18,3,Y,N,2020-02-01,1233 W LA HABRA BLVD,90631,LA HABRA,2017,1
250,LA PALMA NURSING CENTER,Orange,CA,For profit,555329,,,,,,,,,,,,,,,,,,,,,0
251,LEISURE COURT NURSING CENTER,Orange,CA,For profit,555520,1135 LEISURE COURT,ANAHEIM,92801,2018-01-18,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-02-17,3,Y,N,2020-02-01,1135 LEISURE CT,92801,ANAHEIM,2018,1
252,MAINPLACE POST ACUTE,Orange,CA,For profit,555259,1835 WEST LA VETA AVENUE,ORANGE,92868,2019-05-13,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-06-03,1,Y,N,2020-02-01,1835 W LA VETA AVE,92868,ORANGE,2019,1
252,MAINPLACE POST ACUTE,Orange,CA,For profit,555259,1835 WEST LA VETA AVENUE,ORANGE,92868,2018-05-08,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-06-08,2,Y,N,2020-02-01,1835 W LA VETA AVE,92868,ORANGE,2018,1
252,MAINPLACE POST ACUTE,Orange,CA,For profit,555259,1835 WEST LA VETA AVENUE,ORANGE,92868,2017-08-18,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-09-18,3,N,Y,2020-02-01,1835 W LA VETA AVE,92868,ORANGE,2017,1
252,MAINPLACE POST ACUTE,Orange,CA,For profit,555259,1835 WEST LA VETA AVENUE,ORANGE,92868,2017-07-25,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-08-24,3,N,Y,2020-02-01,1835 W LA VETA AVE,92868,ORANGE,2017,1
252,MAINPLACE POST ACUTE,Orange,CA,For profit,555259,1835 WEST LA VETA AVENUE,ORANGE,92868,2017-05-16,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-06-15,3,Y,N,2020-02-01,1835 W LA VETA AVE,92868,ORANGE,2017,1
253,MESA VERDE POST ACUTE CARE CENTER,Orange,CA,For profit,056362,661 CENTER STREET,COSTA MESA,92627,2018-12-21,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-01-21,2,Y,N,2020-02-01,661 CTR ST,92627,COSTA MESA,2018,1
253,MESA VERDE POST ACUTE CARE CENTER,Orange,CA,For profit,056362,661 CENTER STREET,COSTA MESA,92627,2017-07-11,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-08-10,3,N,Y,2020-02-01,661 CTR ST,92627,COSTA MESA,2017,1
253,MESA VERDE POST ACUTE CARE CENTER,Orange,CA,For profit,056362,661 CENTER STREET,COSTA MESA,92627,2018-02-26,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,B,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-03-26,3,Y,N,2020-02-01,661 CTR ST,92627,COSTA MESA,2018,1
254,PARK REGENCY CARE CENTER,Orange,CA,For profit,555536,1770 W. LA HABRA BLVD.,LA HABRA,90631,2017-10-12,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-11-11,3,Y,N,2020-02-01,1770 W LA HABRA BLVD,90631,LA HABRA,2017,1
255,PARKVIEW HEALTHCARE CENTER,Orange,CA,For profit,055671,1514 E. LINCOLN AVENUE,ANAHEIM,92805,2019-10-29,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-11-18,1,Y,N,2020-02-01,1514 E LINCOLN AVE,92805,ANAHEIM,2019,1
256,SEA CLIFF HEALTHCARE CENTER,Orange,CA,For profit,555249,18811 FLORIDA ST,HUNTINGTON BEACH,92648,2019-06-18,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-07-18,1,Y,N,2020-02-01,18811 FLORIDA ST,92648,HUNTINGTON BEACH,2019,1
256,SEA CLIFF HEALTHCARE CENTER,Orange,CA,For profit,555249,18811 FLORIDA ST,HUNTINGTON BEACH,92648,2018-04-12,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-05-12,2,N,Y,2020-02-01,18811 FLORIDA ST,92648,HUNTINGTON BEACH,2018,1
256,SEA CLIFF HEALTHCARE CENTER,Orange,CA,For profit,555249,18811 FLORIDA ST,HUNTINGTON BEACH,92648,2017-12-29,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-01-29,3,N,Y,2020-02-01,18811 FLORIDA ST,92648,HUNTINGTON BEACH,2017,1
257,WEST ANAHEIM EXTENDED CARE,Orange,CA,For profit,555388,645 SOUTH BEACH BLVD.,ANAHEIM,92804,2019-02-25,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-03-25,1,N,Y,2020-02-01,645 S BCH BLVD,92804,ANAHEIM,2019,1
257,WEST ANAHEIM EXTENDED CARE,Orange,CA,For profit,555388,645 SOUTH BEACH BLVD.,ANAHEIM,92804,2018-10-03,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-11-01,2,Y,N,2020-02-01,645 S BCH BLVD,92804,ANAHEIM,2018,1
257,WEST ANAHEIM EXTENDED CARE,Orange,CA,For profit,555388,645 SOUTH BEACH BLVD.,ANAHEIM,92804,2017-10-05,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-11-04,3,Y,N,2020-02-01,645 S BCH BLVD,92804,ANAHEIM,2017,1
258,WINDSOR GARDENS CARE CENTER OF FULLERTON,Orange,CA,For profit,055689,245 E WILSHIRE AVENUE,FULLERTON,92832,2019-07-12,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-07-27,1,Y,N,2020-02-01,245 E WILSHIRE AVE,92832,FULLERTON,2019,1
258,WINDSOR GARDENS CARE CENTER OF FULLERTON,Orange,CA,For profit,055689,245 E WILSHIRE AVENUE,FULLERTON,92832,2018-07-02,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-07-26,2,Y,N,2020-02-01,245 E WILSHIRE AVE,92832,FULLERTON,2018,1
258,WINDSOR GARDENS CARE CENTER OF FULLERTON,Orange,CA,For profit,055689,245 E WILSHIRE AVENUE,FULLERTON,92832,2017-03-14,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-04-01,3,N,Y,2020-02-01,245 E WILSHIRE AVE,92832,FULLERTON,2017,1
259,WINDSOR GARDENS CONVALESCENT CENTER OF ANAHEIM,Orange,CA,For profit,555688,3415 W BALL ROAD,ANAHEIM,92804,2019-09-10,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-10-10,1,N,Y,2020-02-01,3415 W BALL RD,92804,ANAHEIM,2019,1
259,WINDSOR GARDENS CONVALESCENT CENTER OF ANAHEIM,Orange,CA,For profit,555688,3415 W BALL ROAD,ANAHEIM,92804,2019-06-03,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-07-03,1,N,Y,2020-02-01,3415 W BALL RD,92804,ANAHEIM,2019,1
259,WINDSOR GARDENS CONVALESCENT CENTER OF ANAHEIM,Orange,CA,For profit,555688,3415 W BALL ROAD,ANAHEIM,92804,2019-02-12,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-03-18,1,Y,N,2020-02-01,3415 W BALL RD,92804,ANAHEIM,2019,1
259,WINDSOR GARDENS CONVALESCENT CENTER OF ANAHEIM,Orange,CA,For profit,555688,3415 W BALL ROAD,ANAHEIM,92804,2018-03-13,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-04-05,2,Y,N,2020-02-01,3415 W BALL RD,92804,ANAHEIM,2018,1
259,WINDSOR GARDENS CONVALESCENT CENTER OF ANAHEIM,Orange,CA,For profit,555688,3415 W BALL ROAD,ANAHEIM,92804,2017-04-06,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-05-05,3,Y,N,2020-02-01,3415 W BALL RD,92804,ANAHEIM,2017,1
260,ROCK CREEK CARE CENTER,Placer,CA,For profit,055446,260 RACETRACK STREET,AUBURN,95603,2017-05-05,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-07-12,3,Y,N,2020-02-01,260 RACETRACK ST,95603,AUBURN,2017,1
261,ALTA VISTA HEALTHCARE & WELLNESS CENTRE,Riverside,CA,For profit,055042,9020 GARFIELD STREET,RIVERSIDE,92503,2019-09-06,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-10-02,1,Y,N,2020-02-01,9020 GARFIELD ST,92503,RIVERSIDE,2019,1
262,ARLINGTON GARDENS CARE CENTER,Riverside,CA,For profit,056485,3688 NYE AVENUE,RIVERSIDE,92505,2019-11-14,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-12-09,1,N,Y,2020-02-01,3688 NYE AVE,92505,RIVERSIDE,2019,1
262,ARLINGTON GARDENS CARE CENTER,Riverside,CA,For profit,056485,3688 NYE AVENUE,RIVERSIDE,92505,2017-04-27,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-06-09,3,Y,N,2020-02-01,3688 NYE AVE,92505,RIVERSIDE,2017,1
263,COMMUNITY CARE AND REHABILITATION CENTER,Riverside,CA,For profit,055409,4070 JURUPA AVENUE,RIVERSIDE,92506,2019-07-01,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-07-15,1,N,Y,2020-02-01,4070 JURUPA AVE,92506,RIVERSIDE,2019,1
263,COMMUNITY CARE AND REHABILITATION CENTER,Riverside,CA,For profit,055409,4070 JURUPA AVENUE,RIVERSIDE,92506,2019-07-18,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-08-19,1,Y,N,2020-02-01,4070 JURUPA AVE,92506,RIVERSIDE,2019,1
263,COMMUNITY CARE AND REHABILITATION CENTER,Riverside,CA,For profit,055409,4070 JURUPA AVENUE,RIVERSIDE,92506,2018-07-13,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-08-22,2,Y,N,2020-02-01,4070 JURUPA AVE,92506,RIVERSIDE,2018,1
263,COMMUNITY CARE AND REHABILITATION CENTER,Riverside,CA,For profit,055409,4070 JURUPA AVENUE,RIVERSIDE,92506,2017-05-02,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",F,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-05-22,3,N,Y,2020-02-01,4070 JURUPA AVE,92506,RIVERSIDE,2017,1
263,COMMUNITY CARE AND REHABILITATION CENTER,Riverside,CA,For profit,055409,4070 JURUPA AVENUE,RIVERSIDE,92506,2017-07-17,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-08-15,3,Y,N,2020-02-01,4070 JURUPA AVE,92506,RIVERSIDE,2017,1
264,COMMUNITY CARE ON PALM,Riverside,CA,For profit,555711,4768 PALM AVENUE,RIVERSIDE,92501,2019-12-19,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2020-01-09,1,Y,N,2020-02-01,4768 PALM AVE,92501,RIVERSIDE,2019,1
264,COMMUNITY CARE ON PALM,Riverside,CA,For profit,555711,4768 PALM AVENUE,RIVERSIDE,92501,2018-12-14,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-01-14,2,Y,N,2020-02-01,4768 PALM AVE,92501,RIVERSIDE,2018,1
265,CORONA HEALTH CARE CENTER,Riverside,CA,For profit,055255,1400 CIRCLE CITY DRIVE,CORONA,92879,2019-11-21,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-12-30,1,Y,N,2020-02-01,1400 CIR CITY DR,92879,CORONA,2019,1
265,CORONA HEALTH CARE CENTER,Riverside,CA,For profit,055255,1400 CIRCLE CITY DRIVE,CORONA,92879,2018-12-13,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-01-07,2,Y,N,2020-02-01,1400 CIR CITY DR,92879,CORONA,2018,1
265,CORONA HEALTH CARE CENTER,Riverside,CA,For profit,055255,1400 CIRCLE CITY DRIVE,CORONA,92879,2018-02-01,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-02-26,3,Y,N,2020-02-01,1400 CIR CITY DR,92879,CORONA,2018,1
266,CYPRESS GARDENS CARE CENTER,Riverside,CA,For profit,056315,9025 COLORADO AVENUE,RIVERSIDE,92503,2018-10-12,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-11-19,2,Y,N,2020-02-01,9025 COLORADO AVE,92503,RIVERSIDE,2018,1
267,DESERT REGIONAL MEDICAL CENTER D/P SNF,Riverside,CA,For profit,555417,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,92262,2019-08-22,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-09-16,1,Y,N,2020-02-01,1150 N INDIAN CYN DR,92262,PALM SPRINGS,2019,1
267,DESERT REGIONAL MEDICAL CENTER D/P SNF,Riverside,CA,For profit,555417,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,92262,2017-10-11,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-11-09,3,Y,N,2020-02-01,1150 N INDIAN CYN DR,92262,PALM SPRINGS,2017,1
268,DEVONSHIRE CARE CENTER,Riverside,CA,For profit,056095,1350 EAST DEVONSHIRE AVENUE,HEMET,92544,2019-06-27,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-07-22,1,Y,N,2020-02-01,1350 E DEVONSHIRE AVE,92544,HEMET,2019,1
269,EXTENDED CARE HOSPITAL OF RIVERSIDE,Riverside,CA,For profit,056162,8171 MAGNOLIA AVENUE,RIVERSIDE,92504,2019-04-25,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-05-30,1,Y,N,2020-02-01,8171 MAGNOLIA AVE,92504,RIVERSIDE,2019,1
270,HIGHLAND SPRINGS CARE CENTER,Riverside,CA,For profit,555135,,,,,,,,,,,,,,,,,,,,,0
271,INDIO NURSING AND REHABILITATION CENTER,Riverside,CA,For profit,555742,47-763 MONROE AVENUE,INDIO,92201,2019-11-01,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2020-01-08,1,Y,N,2020-02-01,47763 MONROE AVE,92201,INDIO,2019,1
272,JURUPA HILLS POST ACUTE,Riverside,CA,For profit,055581,6401 33RD STREET.,RIVERSIDE,92509,2019-10-17,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-12-02,1,Y,N,2020-02-01,6401 33 RD ST,92509,RIVERSIDE,2019,1
272,JURUPA HILLS POST ACUTE,Riverside,CA,For profit,055581,6401 33RD STREET.,RIVERSIDE,92509,2017-12-29,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-02-08,3,N,Y,2020-02-01,6401 33 RD ST,92509,RIVERSIDE,2017,1
272,JURUPA HILLS POST ACUTE,Riverside,CA,For profit,055581,6401 33RD STREET.,RIVERSIDE,92509,2018-05-18,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-06-19,3,Y,N,2020-02-01,6401 33 RD ST,92509,RIVERSIDE,2018,1
273,MAGNOLIA REHABILITATION  & NURSING  CENTER,Riverside,CA,For profit,055474,8133 MAGNOLIA AVENUE,RIVERSIDE,92504,2019-02-14,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-03-27,1,Y,N,2020-02-01,8133 MAGNOLIA AVE,92504,RIVERSIDE,2019,1
273,MAGNOLIA REHABILITATION  & NURSING  CENTER,Riverside,CA,For profit,055474,8133 MAGNOLIA AVENUE,RIVERSIDE,92504,2018-04-16,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,L,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-05-08,2,N,Y,2020-02-01,8133 MAGNOLIA AVE,92504,RIVERSIDE,2018,1
273,MAGNOLIA REHABILITATION  & NURSING  CENTER,Riverside,CA,For profit,055474,8133 MAGNOLIA AVENUE,RIVERSIDE,92504,2017-04-14,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-05-15,3,Y,N,2020-02-01,8133 MAGNOLIA AVE,92504,RIVERSIDE,2017,1
274,MANORCARE HEALTH SERVICES-HEMET,Riverside,CA,Non profit,555297,1717 WEST STETSON AVENUE,HEMET,92545,2019-10-01,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-10-14,1,N,Y,2020-02-01,1717 W STETSON AVE,92545,HEMET,2019,1
274,MANORCARE HEALTH SERVICES-HEMET,Riverside,CA,Non profit,555297,1717 WEST STETSON AVENUE,HEMET,92545,2019-07-24,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-08-05,1,N,Y,2020-02-01,1717 W STETSON AVE,92545,HEMET,2019,1
274,MANORCARE HEALTH SERVICES-HEMET,Riverside,CA,Non profit,555297,1717 WEST STETSON AVENUE,HEMET,92545,2019-03-07,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-05-01,1,Y,N,2020-02-01,1717 W STETSON AVE,92545,HEMET,2019,1
274,MANORCARE HEALTH SERVICES-HEMET,Riverside,CA,Non profit,555297,1717 WEST STETSON AVENUE,HEMET,92545,2018-03-16,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-04-23,2,Y,N,2020-02-01,1717 W STETSON AVE,92545,HEMET,2018,1
275,MANORCARE HEALTH SERVICES-PALM DESERT,Riverside,CA,Non profit,555339,74-350 COUNTRY CLUB DRIVE,PALM DESERT,92260,2019-02-05,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-03-05,1,Y,Y,2020-02-01,74350 COUNTRY CLB DR,92260,PALM DESERT,2019,1
275,MANORCARE HEALTH SERVICES-PALM DESERT,Riverside,CA,Non profit,555339,74-350 COUNTRY CLUB DRIVE,PALM DESERT,92260,2018-03-23,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-05-02,2,Y,N,2020-02-01,74350 COUNTRY CLB DR,92260,PALM DESERT,2018,1
