agency_name,sub_agency,recipient,assist_type,biz_code,n_row,n_award,sum_row
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ACADEMY PET HOSPITAL INC.,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ACADIANA EQUINE HOSPITAL PLLC,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ACADIANA EQUINE HOSPITAL, PLLC","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,6000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ACCESS DENTAL & MEDICAL CENTER PC,GUARANTEED/INSURED LOAN (F),R,1,1,30000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ACCESS MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ACCESS MEDICAL CENTERS,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ACCESS MEDICAL CENTERS, APMC",DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ACCIDENT911HELP MEDICAL CENTER,CORP.","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,5000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ACCORD REHABILITATION HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ACCURO MEDICAL CENTER INC.,DIRECT LOAN (E),R,1,1,23100
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ACE MEDICAL CENTERS,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,3000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ACHIEVE MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ACL MEDICAL CENTER INC,DIRECT LOAN (E),R,1,1,72000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ACL MEDICAL CENTER INC,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,3000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ACTIVE CARE MEDICAL CENTER, LLC","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,1000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ACTIVE INTEGRATED MEDICAL CENTER,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ACTIVE INTEGRATED MEDICAL CENTERS PC,GUARANTEED/INSURED LOAN (F),R,1,1,152887
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ACU-MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,4000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ACU-MEDICAL CENTER, INC.",DIRECT LOAN (E),R,1,1,77500
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ACUHEALING MEDICAL CENTER L.L.C.,GUARANTEED/INSURED LOAN (F),R,1,1,9375
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ACUPUNCTURE & HOLISTIC MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,1000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ACUPUNCTURE & ORIENTAL MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,3000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ACUPUNCTURE AND HERBAL MEDICAL CENTER, LLC",DIRECT LOAN (E),R,1,1,80000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ACUPUNCTURE AND HERBAL MEDICAL CENTER, LLC","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,3000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ACUPUNCTURE AND MEDICAL CENTER,DIRECT LOAN (E),PR,1,1,32800
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ACUPUNCTURE MEDICAL CENTER PC,GUARANTEED/INSURED LOAN (F),R,1,1,30955
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ACUPUNCTURE MEDICAL CENTER,  A PROFESSIONAL CORPORATION",DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ACUPUNCTURE MEDICAL CENTER,  A PROFESSIONAL CORPORATION","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,3000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,AD HOSPITAL EAST LLC,GUARANTEED/INSURED LOAN (F),R,1,1,1460900
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ADKINS 301 PET HOSPITAL LLC,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,5000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ADKINS 301 PET HOSPITAL, LLC",DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ADOC MEDICAL CENTER/ ADOC LLC,DIRECT LOAN (E),R,1,1,15000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ADVANCE DERMATOLOGY & LASER MEDICAL CENTER,  INC.",DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ADVANCED CHIROPRACTIC AND MEDICAL CENTER CORP,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ADVANCED DIABETES AND ENDOCRINE MEDICAL CENTER PA,GUARANTEED/INSURED LOAN (F),R,1,1,53807
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ADVANCED FAMILY MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,5000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ADVANCED FAMILY MEDICAL CENTER, PLLC",DIRECT LOAN (E),R,1,1,111200
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ADVANCED HEALING ARTS MEDICAL CENTER, P.A.",DIRECT LOAN (E),R,1,1,50100
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ADVANCED HEALTHCARE HOSPITAL LLC,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ADVANCED JOINT AND SPINE MEDICAL CENTER INC.,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,4000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ADVANCED MALE MEDICAL CENTER INC,DIRECT LOAN (E),R,1,1,79100
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ADVANCED MEDICAL CENTER OF UPTOWN,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,4000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ADVANCED MEDICAL CENTERS,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,6000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ADVANCED PAIN TREATMNET MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,2000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ADVANCED REGENERATIVE MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,1000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ADVANCED SPINE AND JOINT MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,2000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ADVANCED SURGERY MEDICAL CENTER, LLC",DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ADVANCED SURGERY MEDICAL CENTER, LLC","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,5000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ADVANCES IN MEDICINE (AIM) MEDICAL CENTER INC.,GUARANTEED/INSURED LOAN (F),R,1,1,46925
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ADVANTAGE MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,2000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ADVANTAGE MEDICAL CENTERS LLC,DIRECT LOAN (E),R,1,1,20500
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ADVANTAGE PLUS MEDICAL CENTER, INC","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"AESTHETIC & REFRACTIVE SURGERY MEDICAL CENTER, INC",DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"AESTHETIC & REFRACTIVE SURGERY MEDICAL CENTER, INC","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,8000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,AESTHETIC MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,2000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,AFFINITY MEDICAL CENTER,DIRECT LOAN (E),R,1,1,8000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,AFFINITY MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,4000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,AFFORDABLE PET HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,4000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,AFR MEDICAL CENTER P.C.,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,AFR MEDICAL CENTER P.C.,GUARANTEED/INSURED LOAN (F),R,1,1,11472
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,AGUADA MEDICAL CENTER INC,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,AGUADA MEDICAL CENTER INC,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"AHEARN & ASSOCIATES MEDICAL CENTER, INC","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,AHNER MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,5000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,AHWATUKEE FAMILY MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,AIM MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,8000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,AIRLINE MEDICAL CENTER & DIAGNOSTICS,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,4000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,AL AWAD MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"AL AWAD MEDICAL CENTER, LTD.",DIRECT LOAN (E),R,1,1,90000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALABAMA FAMILY MEDICAL CENTER LLC,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALAMEDA MEDICAL CENTER INC,GUARANTEED/INSURED LOAN (F),R,1,1,43852
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALBANY MEDICAL CENTER HOSPITAL,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALBUQUERQUE ER HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALC MEDICAL CENTER INC,DIRECT LOAN (E),R,1,1,114000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALC MEDICAL CENTER INC,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,4000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALCA MEDICAL CENTER II LLC,DIRECT LOAN (E),R,1,1,16000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALCA MEDICAL CENTER II LLC,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,7000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALCA MEDICAL CENTER PA,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALCA MEDICAL CENTER PA,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,8000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALEXANDRIA ER HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALHAMBRA CONVALESCENT HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALI MEDICAL CENTER INC,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,4000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ALIANZA MEDICAL CENTER, INC.","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,8000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALIGN MEDICAL CENTER,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ALIGNED MEDICAL CENTER, LLC",DIRECT LOAN (E),R,1,1,75600
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALIVIO MEDICAL CENTER,DIRECT LOAN (E),MR,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALIVIO MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",RM,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALIVIO MEDICAL CENTER INC.,GUARANTEED/INSURED LOAN (F),R,1,1,1939330
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ALIVIO MEDICAL CENTER, PLLC",DIRECT LOAN (E),R,1,1,132700
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALL AMERICAN HOSPITAL SUPPLIES LLC,DIRECT LOAN (E),R,1,1,18500
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALL CATS HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,8000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALL CREATURES PET HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ALL CREATURS HOSPITAL, INC.","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALL DAY PET HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,6000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALL HEART MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,9000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALL PET CARE HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALL PETS MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,9000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALL WRAPPED UP AT ABINGTON HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALLCARE MEDICAL CENTERS,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ALLCARE MEDICAL CENTERS, P.C.",DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALLEGAN MEDICAL CENTER PHARMACY,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALLHEART MEDICAL CENTER,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALLIANCE MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,6000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALLURE MEDICAL CENTER,DIRECT LOAN (E),R,1,1,19900
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALLY PET MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,7000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALMA MEDICAL CENTERS,DIRECT LOAN (E),R,1,1,20300
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALOHA MEDICAL CENTER CORP,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",P,1,1,5000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALPHA MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALPHA MEDICAL CENTER P.A.,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALPINE EQUINE HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,5000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALPINE MEDICAL CENTER PLLC,GUARANTEED/INSURED LOAN (F),R,1,1,92300
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALTADENA PET HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,7000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALTAGRACIA MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,7000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALTERNATIVE MEDICAL CENTER,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ALTERNATIVE MEDICAL CENTER OF FLORIDA IN,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ALTERNATIVE MEDICAL CENTER OF FLORIDA, INC.","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,7000
